jul	[jhuwl ' ay]
jul.	[jhuwl ' ay]
jun	[jh' uwn]
jun.	[jh' uwn]
ks	[k ' aen z axs ]
ks.	[k ' aen z axs ]
kts	[n ' aat s ]
kts.	[n ' aat s ]
ky	[k axn t ' ahk iy]
ky.	[k axn t ' ahk iy]
lbs	[p ' awn d z ]
lbs.	[p ' awn d z ]
ln	[l ' eyn ]
ln.	[l ' eyn ]
lon	[l ' aan jhiht uwd ]
lon.	[l ' aan jhiht uwd ]
ltd	[l ' ihm iht ixd ]
ltd.	[l ' ihm iht ixd ]
lx	[s ' ihk s t iy]
lx.	[s ' ihk s t iy]
lxx	[s ' ehv axn t iy]
lxx.	[s ' ehv axn t iy]
lxxx	[' eyt iy]
lxxx.	[' eyt iy]
mdt	[m ' awn t axn  d ' eyl ayt  t ' aym ]
mdt.	[m ' awn t axn  d ' eyl ayt  t ' aym ]
mme	[m ' aed axm ]
mme.	[m ' aed axm ]
mmes	[m eyd ' aam ]
mmes.	[m eyd ' aam ]
mn	[m ` ihn axs ' owt ax]
mn.	[m ` ihn axs ' owt ax]
mon	[m ' ahn d ey]
mon.	[m ' ahn d ey]
mr	[m ' ihs t rr]
mr.	[m ' ihs t rr]
mrs	[m ' ihs ihz ]
mrs.	[m ' ihs ihz ]
msgr	[m aan s ' iyn yxrr]
msgr.	[m aan s ' iyn yxrr]
mssrs	[m eys yx' uhr z ]
mssrs.	[m eys yx' uhr z ]
mst	[m ' awn t axn  st ' aen d rrd  t ' aym ]
mst.	[m ' awn t axn  st ' aen d rrd  t ' aym ]
n.c.	[n ' aor th k aer axl ' ayn ax]
n.d.	[n ' aor th d axk ' owt ax]
n.h.	[n ' uw hx' aem p shrr]
n.j.	[n ' uw jh' rrz iy]
n.m.	[n ' uw m ' ehk s ihk ow]
n.y.	[n ' uw yx' aor k ]
nb	[n ' owt ax b ' ehn eh]
nb.	[n ' owt ax b ' ehn eh]
nc	[n ' aor th k aer axl ' ayn ax]
nd	[n ' aor th d axk ' owt ax]
nh	[n ' uw hx' aem p shrr]
nj	[n ' uw jh' rrz iy]
nm	[n ' uw m ' ehk s ihk ow]
nne	[n ' aor th n owr th* ' iys t ]
nne.	[n ' aor th n owr th* ' iys t ]
nnw	[n ' aor th n owr th* w ' ehs t ]
nnw.	[n ' aor th n owr th* w ' ehs t ]
nos	[n ' ahm b rrz ]
nos.	[n ' ahm b rrz ]
nov	[n owv ' ehm b rr]
nov.	[n owv ' ehm b rr]
nv	[n axv ' aed ax]
nv.	[n axv ' aed ax]
nw	[n aor th* w ' ehs t ]
nw.	[n aor th* w ' ehs t ]
nws	[n ' aeshaxn axl  w ' ehdhrr s ' rrv ihs ]
nws.	[n ' aeshaxn axl  w ' ehdhrr s ' rrv ihs ]
ny	[n ' uw yx' aor k ]
obs	[aab s rrv ' eyshaxn ]
obs.	[aab s rrv ' eyshaxn ]
oct	[aak t ' owb rr]
oct.	[aak t ' owb rr]
pdt	[p axs ' ihf ihk  d ' eyl ayt  t ' aym ]
pdt.	[p axs ' ihf ihk  d ' eyl ayt  t ' aym ]
pkwy	[p ' aar k w ` ey]
pkwy.	[p ' aar k w ` ey]
pl	[p l ' eys ]
pl.	[p l ' eys ]
pp	[p ' eyjhixz ]
pp.	[p ' eyjhixz ]
pst	[p axs ' ihf ihk  st ' aen d rrd  t ' aym ]
pst.	[p axs ' ihf ihk  st ' aen d rrd  t ' aym ]
qty	[k w ' aon t iht iy]
qty.	[k w ' aon t iht iy]
r.i.	[r ' owd  ' ayl ixn d ]
rd	[r ' owd ]
rd.	[r ' owd ]
ri	[r ' owd  ' ayl ixn d ]
rm	[r ' uwm ]
rm.	[r ' uwm ]
rte	[r ' uwt ]
rte.	[r ' uwt ]
s.c.	[s ' awth k aer axl ' ayn ax]
s.d.	[s ' awth d axk ' owt ax]
sae	[s ' ehl f  axd r ' ehs t  ' ehn v axl owp ]
sae.	[s ' ehl f  axd r ' ehs t  ' ehn v axl owp ]
sc	[s ' awth k aer axl ' ayn ax]
sd	[s ' awth d axk ' owt ax]
sen	[s ' ehn axt rr]
sen.	[s ' ehn axt rr]
sep	[s ehp t ' ehm b rr]
sep.	[s ehp t ' ehm b rr]
sept	[s ehp t ' ehm b rr]
sept.	[s ehp t ' ehm b rr]
sgt	[s ' aar jhaxn t ]
sgt.	[s ' aar jhaxn t ]
sq	[s k w ' eyr ]
sq.	[s k w ' eyr ]
sr	[s ' iyn yxrr]
sr.	[s ' iyn yxrr]
sse	[s ' awth s awth* ' iys t ]
sse.	[s ' awth s awth* ' iys t ]
ssw	[s ' awth s awth* w ' ehs t ]
ssw.	[s ' awth s awth* w ' ehs t ]
ste	[s w ' iyt ]
ste.	[s w ' iyt ]
sts	[s t r ' iyt s ]
sts.	[s t r ' iyt s ]
subj	[s ' ahb jhihk t ]
subj.	[s ' ahb jhihk t ]
sw	[s awth* w ' ehs t ]
sw.	[s awth* w ' ehs t ]
tel	[t ' ehl axf ` own ]
tel.	[t ' ehl axf ` own ]
temp	[t ' ehm p r axchrr ]
temp.	[t ' ehm p r axchrr ]
terr	[t ' ehr axs ]
terr.	[t ' ehr axs ]
thu	[th' rrz d ey]
thu.	[th' rrz d ey]
thur	[th' rrz d ey]
thur.	[th' rrz d ey]
thurs	[th' rrz d ey]
thurs.	[th' rrz d ey]
ti	[t ' ehk s axs  ' ihn s t r axm axn t s ]
ti.	[t ' ehk s axs  ' ihn s t r axm axn t s ]
tn	[t ehn axs ' iy]
tn.	[t ehn axs ' iy]
tu	[t ' uwz d ey]
tu.	[t ' uwz d ey]
tue	[t ' uwz d ey]
tue.	[t ' uwz d ey]
tues	[t ' uwz d ey]
tues.	[t ' uwz d ey]
tx	[t ' ehk s axs ]
tx.	[t ' ehk s axs ]
ut	[' yut ao]
ut.	[' yut ao]
vi	[v ' rrjhihn  ' ayl axn d z ]
vi.	[v ' rrjhihn  ' ayl axn d z ]
vol	[v ' aal yum ]
vol.	[v ' aal yum ]
vs	[v ' rrs axs ]
vs.	[v ' rrs axs ]
vt	[v rrm ' aan t ]
vt.	[v rrm ' aan t ]
w.v.	[w ' ehs t  v rrjh' ihn yxax]
wci	[w ' ihn d  ch' ihl  ' ihn d ehk s ]
wci.	[w ' ihn d  ch' ihl  ' ihn d ehk s ]
wi	[w ihs k ' aan s axn ]
wi.	[w ihs k ' aan s axn ]
wnw	[w ' ehs t  n aor th* w ' ehs t ]
wnw.	[w ' ehs t  n aor th* w ' ehs t ]
wsw	[w ' ehs t  s awth* w ' ehs t ]
wsw.	[w ' ehs t  s awth* w ' ehs t ]
wv	[w ' ehs t  v rrjh' ihn yxax]
xmas	[k r ' ihs m axs ]
xmas.	[k r ' ihs m axs ]
yrs	[yx' iyr z ]
yrs.	[yx' iyr z ]
