A-horizons,N,'ehxr'Azxnz,00000000001000000000000000000,650
A-line,N,'el`An,10000000001000000000000000000,650
A-one,N,'ew'^n,10000000000000000000000000000,650
A-team,N,'et'im,00000000001000000000000000001,650
A-teams,N,'et'imz,00000000000000000000000000000,650
A.,N,'e,10000000001000000000000001001,650
A.A.R.P.,N,'e'e`arp'i,00000000001000000000000000001,650
A.B.,N,'eb'i,00000000001000000000000000001,650
A.B.C.,N,'eb`is'i,00000000001000000000000000001,650
A.C.H.,N,'es`i'eC,00000000001000000000000000001,650
A.C.L.U.,N,'es`i'Ely`u,00000000001000000000000000001,650
A.C.P.,N,'es`ip'i,00000000001000000000000000001,650
A.D.,N,'ed'i,00000000001000000000000000001,650
A.D.L.,N,'ed`i'El,00000000001000000000000000001,650
A.D.P.,N,'ed`ip'i,00000000001000000000000000001,650
A.D.R.,N,'ed`i'ar,00000000001000000000000000001,650
A.E.S.,N,'e`i'Es,00000000001000000000000000001,650
A.F.,N,Q'eQ`Ef,00000000001000000000000000001,650
A.F.C.,N,'e`Efs'i,00000000001000000000000000001,650
A.F.D.C.,N,'e`Efd'is`i,00000000001000000000000000001,650
A.F.L.C.I.O.,N,'e`Ef'Els'i`A'o,00000000001000000000000000001,650
A.G.,N,'eJ'i,00000000001000000000000000001,650
A.G.F.A.,N,'eJ`i'Ef`e,00000000001000000000000000001,650
A.I.G.,N,'e`AJ'i,00000000001000000000000000001,650
A.I.M.R.,N,`e`A`Em'ar,00000000001000000000000000001,650
A.K.C.,N,'ek`es'i,00000000001000000000000000001,650
A.M.,N,'e'Em,00000000001000000000000000001,650
A.M.A.,N,'e`Em'e,00000000001000000000000000001,650
A.M.C.,N,'e`Ems'i,00000000001000000000000000001,650
A.M.E.X.,N,`e`Em`i'Eks,00000000001000000000000000001,650
A.M.R.,N,'e`Em'ar,00000000001000000000000000001,650
A.N.C.,N,'e`Ens'i,00000000001000000000000000001,650
A.O.L.,N,'e`o'El,00000000001000000000000000001,650
A.P.,N,'ep`i,00000000001000000000000000001,650
A.P.R.,N,'ep`i'ar,00000000001000000000000000001,650
A.P.T.,N,'ep`it'i,00000000001000000000000000001,650
A.R.,N,'e`ar,00000000001000000000000000001,650
A.R.P.,N,'e`arp'i,00000000001000000000000000001,650
A.R.Q.,N,'e`arky'u,00000000001000000000000000001,650
A.S.A.P.,N,'e`Es'ep`i,10000000000000000000000000000,650
A.S.E.A.,N,'e`Es'i`e,00000000001000000000000000001,650
A.S.T.,N,'e`Est'i,00000000001000000000000000001,650
A.T.&.T.,N,'et`ixndt'i,00000000001000000000000000001,650
A.T.C.,N,'et`is'i,00000000001000000000000000001,650
A.T.F.,N,'et`i'Ef,00000000001000000000000000001,650
A.T.M.,N,'et`i'Em,00000000001000000000000000001,650
A.T.S.,N,'et`i'Es,00000000001000000000000000001,650
A.T.T.,N,'et`it'i,00000000001000000000000000001,650
A.Z.T.,N,'ez'it`i,00000000001000000000000000001,650
Aachen,N,'akxn,00000000001000000000000000001,650
Aagard,N,'egard,00000000001000000000000000001,650
aah,N,'a,00000000001000000100100000000,650
aahed,N,'ad,00000001000000000100000000000,650
aahing,N,'a|G,00000000010000000100000000000,650
aahs,N,'az,00000000001000000100000000000,650
Aaland,N,'alxnd,00000000001000000000000000001,650
Aalbers,N,'albRz,00000000001000000000000000001,650
Aalborg,N,'alb`org,00000000001000000000000000001,650
Aalen,N,'alxn,00000000001000000000000000001,650
Aamodt,N,'@mIt,00000000001000000000000000001,650
aardvark,N,'ardv`ark,00000000001000000000000000000,650
aardvarks,N,'ardv`arks,00000000001000000000000000000,650
Aarhus,N,'crhus,00000000001000000000000000001,650
Aarons,N,'Erxnz,00000000001000000000000000001,650
Aaronson,N,'Erxnsxn,00000000001000000000000000001,650
Aase,N,'es,00000000001000000000000000001,650
Aasen,N,'esxn,00000000001000000000000000001,650
Aavang,N,'av@G,00000000001000000000000000001,650
ab,N,'@b,00000000001000000000000000000,650
Ab,N,'ab,00000000001000000000000000001,650
ab,N,'@b,00000000001000000000000000000,650
Ab,N,'ab,00000000001000000000000000001,650
Ababa,N,'abxbx,00000000001000000000000000001,650
abaca,N,`@bxk'a,00000000001000000000000000000,650
Abaco,N,'@bxk`o,00000000001000000000000000001,650
abacus,N,'@bxkxs,00000000001000000000000000000,650
Abadi,N,xb'adi,00000000001000000000000000001,650
Abadie,N,xb'adi,00000000001000000000000000001,650
Abair,N,xb'Er,00000000001000000000000000001,650
Abajo,N,xb'aho,00000000001000000000000000001,650
Abalos,N,xb'alos,00000000001000000000000000001,650
abandon,N,xb'@ndxn,00000000001000000100000000000,650
abandoned,N,xb'@ndxnd,10000001000000000100000000000,650
abandoning,N,xb'@ndxn|G,00000000010000000100000000000,650
abandonment,N,xb'@ndxnmxnt,00000000001000000000000000000,650
abandonments,N,xb'@ndxnmxnts,00000000001000000000000000000,650
abandons,N,xb'@ndxnz,00000000000000000100000000000,650
Abar,N,xb'ar,00000000001000000000000000001,650
Abarca,N,xb'arkx,00000000001000000000000000001,650
Abare,N,&xb'arer,00000000001000000000000000001,650
abase,N,xb'es,00000000000000000100000000000,650
abased,N,xb'est,10000001000000000100000000000,650
abasement,N,xb'esmxnt,00000000001000000000000000000,650
abasements,N,xb'esmxnts,00000000001000000000000000000,650
abases,N,xb'es|z,00000000000000000100000000000,650
abash,N,xb'@S,00000000000000000100000000000,650
abashed,N,xb'@St,10000001000000000100000000000,650
abashes,N,xb'@S|z,00000000000000000100000000000,650
abashing,N,xb'@S|G,00000000010000000100000000000,650
abashment,N,xb'@Smxnt,00000000001000000000000000000,650
abashments,N,xb'@Smxnts,00000000001000000000000000000,650
abasing,N,xb'es|G,00000000010000000100000000000,650
Abasta,N,xb'@stx,00000000001000000000000000001,650
abatable,N,xb'etxbxl,10000000000000000000000000000,650
abated,N,xb'et|d,00000001000000000100000000000,650
abatement,N,xb'etmxnt,00000000001000000000000000000,650
abatements,N,xb'etmxnts,00000000001000000000000000000,650
abater,N,xb'etR,00000000001000000000000000000,650
abaters,N,xb'etRz,00000000001000000000000000000,650
abates,N,xb'ets,00000000000000000100000000000,650
abating,N,xb'et|G,10000000010000000100000000000,650
abattoirs,N,'@bxtw`arz,00000000001000000000000000000,650
Abaya,N,xb'Ayx,00000000001000000000000000001,650
abba,N,'abx,00000000001000000000000000000,650
abba,N,'abx,00000000001000000000000000000,650
Abbamonte,N,'@bxm`anti,00000000001000000000000000001,650
Abbas,N,'@bxs,00000000000000000000000000000,650
Abbas,N,'@bxs,00000000000000000000000000000,650
Abbasi,N,xb'@si,00000000001000000000000000001,650
Abbate,N,'abate,00000000001000000000000000001,650
Abbay,N,@b'e,00000000001000000000000000001,650
Abbe,N,'@bi,00000000001000000000000000001,650
Abbeville,N,'@biv`Il,00000000001000000000000000001,650
Abbie,N,'@bi,00000000001000000000000000001,650
Abbington,N,'@b|Gtxn,00000000001000000000000000001,650
Abbitt,N,'@bIt,00000000001000000000000000001,650
Abbotsford,N,'@bxtsfRd,00000000001000000000000000001,650
Abbottsford,N,'@bxtsfRd,00000000001000000000000000001,650
Abboud,N,'abud,00000000001000000000000000001,650
abbreviated,N,xbr'ivi`et|d,10000001000000000100000000000,650
abbreviates,N,xbr'ivi`ets,00000000000000000100000000000,650
abbreviating,N,xbr'ivi`et|G,00000000010000000100000000000,650
abbreviation,N,xbr`ivi'eSxn,00000000001000000000000000000,650
abbreviations,N,xbr`ivi'eSxnz,00000000001000000000000000000,650
abbreviator,N,xbr'ivi`etR,00000000001000000000000000000,650
abbreviators,N,xbr'ivi`etRz,00000000001000000000000000000,650
abbreviatory,N,xbr'ivixt`ori,10000000000000000000000000000,650
Abbs,N,'@bz,00000000001000000000000000001,650
Abdalla,N,@bd'alx,00000000001000000000000000001,650
Abdallah,N,@bd'alx,00000000001000000000000000001,650
Abdelhamid,N,`abdElh'amId,00000000001000000000000000001,650
Abdi,N,'abdi,00000000001000000000000000001,650
abdicate,N,'@bdIk`et,00000000000000000100000000000,650
abdicated,N,'@bdIk'et|d,00000001000000000100000000000,650
abdicates,N,'@bdIk`ets,00000000000000000100000000000,650
abdicating,N,'@bdIk`et|G,00000000010000000100000000000,650
abdication,N,`@bdIk'eSxn,00000000001000000000000000000,650
abdications,N,`@bdIk'eSxnz,00000000001000000000000000000,650
abdicator,N,'@bdIk`etR,00000000001000000000000000000,650
abdicators,N,'@bdIk`etRz,00000000001000000000000000000,650
Abdo,N,'abdo,00000000001000000000000000001,650
abdomens,N,'@bdxmxnz,00000000001000000000000000000,650
abdominal,N,@bd'amxnxl,10000000000000000000000000000,650
Abdon,N,'@bdxn,00000000001000000000000000001,650
Abdool,N,'@bdUl,00000000001000000000000000001,650
Abdul,N,'@bdUl,00000000001000000000000000001,650
Abdulla,N,'@bdUlx,00000000001000000000000000001,650
Abdullah,N,'@bdUlx,00000000001000000000000000001,650
Abeel,N,'@bil,00000000001000000000000000001,650
Abeita,N,xb'etx,00000000001000000000000000001,650
Abelar,N,'ebxlar,00000000001000000000000000001,650
abele,N,xb'il,00000000001000000000000000000,650
abelia,N,xb'ilix,00000000001000000000000000001,650
Abell,N,xb'El,00000000001000000000000000001,650
Abella,N,xb'Elx,00000000001000000000000000001,650
Abels,N,'ebxlz,00000000001000000000000000001,650
Abelson,N,'ebxlsxn,00000000001000000000000000001,650
Aben,N,'ebxn,00000000001000000000000000001,650
Aber,N,'@bR,00000000001000000000000000001,650
Aberdale,N,'@bRd`el,00000000001000000000000000001,650
Aberford,N,'@bRfRd,00000000001000000000000000001,650
Aberle,N,'@bRli,00000000001000000000000000001,650
Abernethy,N,'@bRn`ETi,00000000001000000000000000001,650
aberrantly,N,'@bRxntli,01000000000000000000000000000,650
aberrated,N,'@bxr'et|d,10000000000000000000000000000,650
aberration,N,`@bxr'eSxn,00000000001000000000000000000,650
aberrations,N,`@bxr'eSxnz,00000000001000000000000000000,650
abet,N,xb'Et,00000000000000000100000000000,650
abetment,N,xb'Etmxnt,00000000001000000000000000000,650
abetments,N,xb'Etmxnts,00000000001000000000000000000,650
abets,N,xb'Ets,00000000000000000100000000000,650
abetted,N,xb'Et|d,10000001000000000100000000000,650
abetter,N,xb'EtR,00000000001000000000000000000,650
abetters,N,xb'EtRz,00000000001000000000000000000,650
abetting,N,xb'Et|G,10000000010000000100000000000,650
abettor,N,xb'EtR,00000000001000000000000000000,650
abettors,N,xb'EtRz,00000000001000000000000000000,650
abeyance,N,xb'exns,00000000001000000000000000000,650
abeyances,N,xb'exns|z,00000000001000000000000000000,650
abeyant,N,xb'exnt,10000000000000000000000000000,650
Abeyta,N,xb'etx,00000000001000000000000000001,650
abhorred,N,@bh'ord,10000001000000000100000000000,650
abhorrence,N,@bh'orxns,00000000001000000000000000000,650
abhorrent,N,@bh'orxnt,10000000000000000000000000000,650
abhorrently,N,@bh'orxntli,01000000000000000000000000000,650
abhorrer,N,@bh'orR,00000000001000000000000000000,650
abhorrers,N,@bh'orRz,00000000001000000000000000000,650
abhorring,N,@bh'or|G,00000000010000000100000000000,650
abhors,N,@bh'orz,00000000000000000100000000000,650
abidance,N,xb'Adxns,00000000001000000000000000000,650
abided,N,xb'Ad|d,00000001000000000100000000000,650
abider,N,xb'AdR,00000000001000000000000000000,650
abiders,N,xb'AdRz,00000000001000000000000000000,650
abides,N,xb'Adz,00000000000000000100000000000,650
abiding,N,xb'Ad|G,10000000010000000100000000000,650
abidingly,N,xb'Ad|Gli,01000000000000000000000000000,650
Abila,N,xb'ilx,00000000001000000000000000001,650
abilities,N,xb'Il|tiz,00000000001000000000000000000,650
ability,N,xb'Il|ti,00000000001000000000000000000,650
Abinante,N,`@bIn'ante,00000000001000000000000000001,650
Abington,N,'@b|Gtxn,00000000001000000000000000001,650
abjection,N,@bJ'EkSxn,00000000001000000000000000000,650
abjective,N,@bJ'EktIv,10000000000000000000000000000,650
abjectly,N,@bJ'Ektli,01000000000000000000000000000,650
abjectness,N,@bJ'Ektnxs,00000000001000000000000000000,650
ablated,N,@bl'et|d,10000001000000000100000000000,650
ablates,N,@bl'ets,00000000000000000100000000000,650
ablating,N,@bl'et|G,00000000010000000100000000000,650
ablation,N,@bl'eSxn,00000000001000000000000000000,650
ablations,N,@bl'eSxnz,00000000001000000000000000000,650
ablative,N,'@blxtIv,10000000001000000000000000000,650
ablative,N,@bl'etIv,10000000000000000000000000000,650
ablative,N,'@blxtIv,10000000001000000000000000000,650
ablative,N,@bl'etIv,10000000000000000000000000000,650
ablatively,N,@bl'etIvli,01000000000000000000000000000,650
ablatives,N,'@blxtIvz,00000000001000000000000000000,650
abled,N,'ebxld,10000000000000000000000000000,650
abler,N,'eblR,10000000000000000000000000000,650
Ables,N,'ebxlz,00000000001000000000000000001,650
abloom,N,xbl'um,11000000000000000000000000000,650
Abney,N,'@bni,00000000001000000000000000001,650
abnormal,N,@bn'ormxl,10000000000000000000000000000,650
abnormalities,N,`@bnorm'@l|tiz,00000000001000000000000000000,650
abnormality,N,`@bnorm'@l|ti,00000000001000000000000000000,650
abnormally,N,@bn'ormxli,01000000000000000000000000000,650
abodes,N,xb'odz,00000000001000000000000000000,650
abolishable,N,xb'alISxbxl,10000000000000000000000000000,650
abolished,N,xb'alISt,10000001000000000100000000000,650
abolisher,N,xb'alISR,00000000001000000000000000000,650
abolishers,N,xb'alISRz,00000000001000000000000000000,650
abolishes,N,xb'alIS|z,00000000000000000100000000000,650
abolishing,N,xb'alIS|G,00000000010000000100000000000,650
abolishment,N,xb'alISmxnt,00000000001000000000000000000,650
abolishments,N,xb'alISmxnts,00000000001000000000000000000,650
abolition,N,`@bxl'ISxn,00000000001000000000000000000,650
abolitionary,N,`@bxl'ISxn`Eri,10000000000000000000000000000,650
abolitionism,N,`@bxl'ISxn`Izxm,00000000001000000000000000000,650
abolitionisms,N,`@bxl'ISxn`Izxmz,00000000001000000000000000000,650
abolitionist,N,`@bxl'ISxnIst,00000000001000000000000000000,650
abolitionists,N,`@bxl'ISxnIsts,00000000001000000000000000000,650
abolitions,N,`@bxl'ISxnz,00000000001000000000000000000,650
abominates,N,xb'amxn`ets,00000000000000000100000000000,650
abominating,N,xb'amxn`et|G,00000000010000000100000000000,650
abomination,N,xb'amxn'eSxn,00000000001000000000000000000,650
abominations,N,xb'amxn'eSxnz,00000000001000000000000000000,650
Abor,N,'@bor,00000000001000000000000000001,650
Aborn,N,xb'orn,00000000001000000000000000001,650
abort,N,xb'ort,00000000001000000100000000000,650
aborted,N,xb'ort|d,10000001000000000100000000000,650
aborting,N,xb'ort|G,00000000010000000100000000000,650
abortion,N,xb'orSxn,10000000001000000000000000000,650
abortionist,N,xb'orSxnIst,00000000001000000000000000000,650
abortionists,N,xb'orSxnIsts,00000000001000000000000000000,650
abortions,N,xb'orSxnz,00000000001000000000000000000,650
abortive,N,xb'ortIv,10000000000000000000000000000,650
abortively,N,xb'ortIvli,01000000000000000000000000000,650
abortiveness,N,xb'ortIvnxs,00000000001000000000000000000,650
aborts,N,xb'orts,00000000001000000100000000000,650
abound,N,xb'Wnd,00000000000000000100000000000,650
abounded,N,xb'Wnd|d,00000001000000000100000000000,650
abounding,N,xb'Wnd|G,00000000010000000100000000000,650
abounds,N,xb'Wndz,00000000000000000100000000000,650
about-face,N,xb'Wtf`es,00000000001000000100000000000,650
about-faced,N,xb'Wtf`est,00000001000000000100000000000,650
about-faces,N,xb'Wtf`es|z,00000000001000000100000000000,650
about-facing,N,xb'Wtf`es|G,00000000010000000100000000000,650
aboveboard,N,xb'^vb`ord,11000000000000000000000000000,650
Abplanalp,N,'@bplxn`alp,00000000001000000000000000001,650
Abra,N,'@brx,00000000001000000000000000001,650
abracadabra,N,`@brxkxd'@brx,00000000001000000000000000000,650
abrade,N,xbr'ed,00000000000000000100000000000,650
abraded,N,xbr'ed|d,10000001000000000100000000000,650
abrades,N,xbr'edz,00000000000000000100000000000,650
abrading,N,xbr'ed|G,00000000010000000100000000000,650
Abrahams,N,'ebrxh`@mz,00000000001000000000000000001,650
Abrahamson,N,'ebrxh`@msxn,00000000001000000000000000001,650
Abram,N,'ebrxm,00000000001000000000000000001,650
